forecast_date,target,location,target_end_date,type,quantile,value
2020-08-23,3 wk ahead cum death,34,2020-09-12,point,,16095.1257909877
2020-08-23,3 wk ahead cum death,06,2020-09-12,point,,15394.8685705016
2020-08-23,3 wk ahead cum death,48,2020-09-12,point,,16985.9000733765
2020-08-23,3 wk ahead cum death,12,2020-09-12,point,,13769.2700983054
2020-08-23,3 wk ahead cum death,25,2020-09-12,point,,9239.45365852659
2020-08-23,3 wk ahead cum death,17,2020-09-12,point,,8435.173828100009
2020-08-23,3 wk ahead cum death,42,2020-09-12,point,,8044.25886940476
2020-08-23,3 wk ahead cum death,26,2020-09-12,point,,6754.419753431321
2020-08-23,3 wk ahead cum death,13,2020-09-12,point,,7250.55316635313
2020-08-23,3 wk ahead cum death,04,2020-09-12,point,,5281.1555997940995
2020-08-23,3 wk ahead cum death,22,2020-09-12,point,,5752.14834043702
2020-08-23,3 wk ahead cum death,09,2020-09-12,point,,4524.60913378764
2020-08-23,3 wk ahead cum death,39,2020-09-12,point,,4518.58148709989
2020-08-23,3 wk ahead cum death,24,2020-09-12,point,,3906.560620157779
2020-08-23,3 wk ahead cum death,18,2020-09-12,point,,3494.08960451177
2020-08-23,3 wk ahead cum death,37,2020-09-12,point,,3211.10012596286
2020-08-23,3 wk ahead cum death,45,2020-09-12,point,,3031.371931243121
2020-08-23,3 wk ahead cum death,51,2020-09-12,point,,2701.45378161945
2020-08-23,3 wk ahead cum death,28,2020-09-12,point,,3005.52917458226
2020-08-23,3 wk ahead cum death,01,2020-09-12,point,,2517.12680746026
2020-08-23,3 wk ahead cum death,08,2020-09-12,point,,2042.37573129448
2020-08-23,3 wk ahead cum death,53,2020-09-12,point,,2230.4128624014998
2020-08-23,3 wk ahead cum death,27,2020-09-12,point,,2042.77171074621
2020-08-23,3 wk ahead cum death,47,2020-09-12,point,,2132.8127639604604
2020-08-23,3 wk ahead cum death,29,2020-09-12,point,,1596.86545846315
2020-08-23,3 wk ahead cum death,32,2020-09-12,point,,1834.05854238224
2020-08-23,3 wk ahead cum death,55,2020-09-12,point,,1237.16658995105
2020-08-23,3 wk ahead cum death,19,2020-09-12,point,,1264.43506538907
2020-08-23,3 wk ahead cum death,44,2020-09-12,point,,1038.6155513672802
2020-08-23,3 wk ahead cum death,40,2020-09-12,point,,921.9141694974652
2020-08-23,3 wk ahead cum death,21,2020-09-12,point,,1015.3388140878
2020-08-23,4 wk ahead cum death,US,2020-09-19,point,,211893.709698033
2020-08-23,4 wk ahead cum death,36,2020-09-19,point,,33065.1209971174
2020-08-23,4 wk ahead cum death,34,2020-09-19,point,,16146.922641810901
2020-08-23,4 wk ahead cum death,06,2020-09-19,point,,16671.876972610902
2020-08-23,4 wk ahead cum death,48,2020-09-19,point,,19566.024741313602
2020-08-23,4 wk ahead cum death,12,2020-09-19,point,,14963.543057434099
2020-08-23,4 wk ahead cum death,25,2020-09-19,point,,9364.47255066508
2020-08-23,4 wk ahead cum death,17,2020-09-19,point,,8556.44121678112
2020-08-23,4 wk ahead cum death,42,2020-09-19,point,,8262.10085341288
2020-08-23,4 wk ahead cum death,26,2020-09-19,point,,6814.776084684399
2020-08-23,4 wk ahead cum death,13,2020-09-19,point,,8320.12301280937
2020-08-23,4 wk ahead cum death,04,2020-09-19,point,,5399.523213162461
2020-08-23,4 wk ahead cum death,22,2020-09-19,point,,6221.31059505968
2020-08-23,4 wk ahead cum death,09,2020-09-19,point,,4566.70019095977
2020-08-23,4 wk ahead cum death,39,2020-09-19,point,,4742.67426241472
2020-08-23,4 wk ahead cum death,24,2020-09-19,point,,3992.2683709106896
2020-08-23,4 wk ahead cum death,18,2020-09-19,point,,3586.79541114452
2020-08-23,4 wk ahead cum death,37,2020-09-19,point,,3524.93325025474
2020-08-23,4 wk ahead cum death,45,2020-09-19,point,,3162.72725328677
2020-08-23,4 wk ahead cum death,51,2020-09-19,point,,2812.473299937429
2020-08-23,4 wk ahead cum death,28,2020-09-19,point,,3342.5932541807897
2020-08-23,4 wk ahead cum death,01,2020-09-19,point,,2728.49442178694
2020-08-23,4 wk ahead cum death,08,2020-09-19,point,,2102.97217588255
2020-08-23,4 wk ahead cum death,53,2020-09-19,point,,2394.307778189
2020-08-23,4 wk ahead cum death,27,2020-09-19,point,,2149.89036082591
2020-08-23,4 wk ahead cum death,47,2020-09-19,point,,2377.73743560262
2020-08-23,4 wk ahead cum death,29,2020-09-19,point,,1676.49965255115
2020-08-23,4 wk ahead cum death,32,2020-09-19,point,,2177.59965160745
2020-08-23,4 wk ahead cum death,55,2020-09-19,point,,1316.1893993413198
2020-08-23,4 wk ahead cum death,19,2020-09-19,point,,1364.82717114087
2020-08-23,4 wk ahead cum death,44,2020-09-19,point,,1039.97769400783
2020-08-23,4 wk ahead cum death,40,2020-09-19,point,,1004.2793493420301
2020-08-23,4 wk ahead cum death,21,2020-09-19,point,,1069.1241941558999
2020-08-30,1 wk ahead inc death,US,2020-09-05,point,,7458.45143320068
2020-08-30,1 wk ahead inc death,36,2020-09-05,point,,45.3231676206764
2020-08-30,1 wk ahead inc death,34,2020-09-05,point,,33.8877835588429
2020-08-30,1 wk ahead inc death,06,2020-09-05,point,,1021.4979731582499
2020-08-30,1 wk ahead inc death,48,2020-09-05,point,,1827.7868163972303
2020-08-30,1 wk ahead inc death,12,2020-09-05,point,,885.544951540787
2020-08-30,1 wk ahead inc death,25,2020-09-05,point,,111.896968572649
2020-08-30,1 wk ahead inc death,17,2020-09-05,point,,127.763683792911
2020-08-30,1 wk ahead inc death,42,2020-09-05,point,,123.957572792548
2020-08-30,1 wk ahead inc death,26,2020-09-05,point,,70.4993044309866
2020-08-30,1 wk ahead inc death,13,2020-09-05,point,,509.76510229829904
2020-08-30,1 wk ahead inc death,04,2020-09-05,point,,189.214517434197
2020-08-30,1 wk ahead inc death,22,2020-09-05,point,,260.782652224274
2020-08-30,1 wk ahead inc death,09,2020-09-05,point,,7.53727809539491
2020-08-30,1 wk ahead inc death,39,2020-09-05,point,,173.99686989621398
2020-08-30,1 wk ahead inc death,24,2020-09-05,point,,54.049642453968204
2020-08-30,1 wk ahead inc death,18,2020-09-05,point,,76.446047252686
2020-08-30,1 wk ahead inc death,45,2020-09-05,point,,194.75094555978802
2020-08-30,1 wk ahead inc death,37,2020-09-05,point,,163.22200253977502
2020-08-30,1 wk ahead inc death,51,2020-09-05,point,,78.1737266128448
2020-08-30,1 wk ahead inc death,28,2020-09-05,point,,175.34158637992402
2020-08-30,1 wk ahead inc death,01,2020-09-05,point,,98.9272681121003
2020-08-30,1 wk ahead inc death,08,2020-09-05,point,,29.4369311565531
2020-08-30,1 wk ahead inc death,53,2020-09-05,point,,100.161152193519
2020-08-30,1 wk ahead inc death,27,2020-09-05,point,,67.127251782025
2020-08-30,1 wk ahead inc death,47,2020-09-05,point,,208.54800394183601
2020-08-30,1 wk ahead inc death,29,2020-09-05,point,,66.0909270780554
2020-08-30,1 wk ahead inc death,32,2020-09-05,point,,147.281461578001
2020-08-30,1 wk ahead inc death,55,2020-09-05,point,,38.639390985652
2020-08-30,1 wk ahead inc death,44,2020-09-05,point,,6.736876202462501
2020-08-30,1 wk ahead inc death,19,2020-09-05,point,,66.51321029465821
2020-08-30,2 wk ahead inc death,US,2020-09-12,point,,8463.4907728563
2020-08-30,2 wk ahead inc death,36,2020-09-12,point,,40.7899056375583
2020-08-30,2 wk ahead inc death,34,2020-09-12,point,,34.3226977727721
2020-08-30,2 wk ahead inc death,06,2020-09-12,point,,1167.82607951147
2020-08-30,2 wk ahead inc death,48,2020-09-12,point,,2286.98620103992
2020-08-30,2 wk ahead inc death,12,2020-09-12,point,,952.698810777052
2020-08-30,2 wk ahead inc death,25,2020-09-12,point,,121.64492302125299
2020-08-30,2 wk ahead inc death,17,2020-09-12,point,,130.934971469544
2020-08-30,2 wk ahead inc death,42,2020-09-12,point,,144.668025705087
2020-08-30,2 wk ahead inc death,26,2020-09-12,point,,72.6538713110407
2020-08-30,2 wk ahead inc death,13,2020-09-12,point,,624.813436823124
2020-08-30,2 wk ahead inc death,04,2020-09-12,point,,171.338647578028
2020-08-30,2 wk ahead inc death,22,2020-09-12,point,,280.00404538721403
2020-08-30,2 wk ahead inc death,09,2020-09-12,point,,8.58731354171297
2020-08-30,2 wk ahead inc death,39,2020-09-12,point,,194.597021802806
2020-08-30,2 wk ahead inc death,24,2020-09-12,point,,59.7973094693626
2020-08-30,2 wk ahead inc death,18,2020-09-12,point,,76.7612914747275
2020-08-30,2 wk ahead inc death,45,2020-09-12,point,,165.60328198650498
2020-08-30,2 wk ahead inc death,37,2020-09-12,point,,167.459229531491
2020-08-30,2 wk ahead inc death,51,2020-09-12,point,,86.3008796114687
2020-08-30,2 wk ahead inc death,28,2020-09-12,point,,196.80652952345199
2020-08-30,2 wk ahead inc death,01,2020-09-12,point,,110.797191861724
2020-08-30,2 wk ahead inc death,08,2020-09-12,point,,35.7726063518607
2020-08-30,2 wk ahead inc death,53,2020-09-12,point,,114.248429201674
2020-08-30,2 wk ahead inc death,27,2020-09-12,point,,79.8431622514129
2020-08-30,2 wk ahead inc death,47,2020-09-12,point,,242.316781973293
2020-08-30,2 wk ahead inc death,29,2020-09-12,point,,71.44127553746921
2020-08-30,2 wk ahead inc death,32,2020-09-12,point,,188.309091786885
2020-08-30,2 wk ahead inc death,55,2020-09-12,point,,37.467187035950204
2020-08-30,2 wk ahead inc death,44,2020-09-12,point,,4.96770829828996
2020-08-30,2 wk ahead inc death,19,2020-09-12,point,,76.9364415632577
2020-08-30,3 wk ahead inc death,US,2020-09-19,point,,9648.84762319879
2020-08-30,3 wk ahead inc death,36,2020-09-19,point,,36.6378731658819
2020-08-30,3 wk ahead inc death,34,2020-09-19,point,,35.2817345659277
2020-08-30,3 wk ahead inc death,06,2020-09-19,point,,1318.21048047964
2020-08-30,3 wk ahead inc death,48,2020-09-19,point,,2887.57876504729
2020-08-30,3 wk ahead inc death,12,2020-09-19,point,,998.229473819437
2020-08-30,3 wk ahead inc death,25,2020-09-19,point,,131.79712260208902
2020-08-30,3 wk ahead inc death,17,2020-09-19,point,,134.223750200066
2020-08-30,3 wk ahead inc death,42,2020-09-19,point,,167.333832234038
2020-08-30,3 wk ahead inc death,26,2020-09-19,point,,74.9295773713665
2020-08-30,3 wk ahead inc death,13,2020-09-19,point,,763.584490543252
2020-08-30,3 wk ahead inc death,04,2020-09-19,point,,145.660466691201
2020-08-30,3 wk ahead inc death,22,2020-09-19,point,,301.496429668193
2020-08-30,3 wk ahead inc death,09,2020-09-19,point,,10.081210284481902
2020-08-30,3 wk ahead inc death,39,2020-09-19,point,,217.229122476691
2020-08-30,3 wk ahead inc death,24,2020-09-19,point,,64.3170940545435
2020-08-30,3 wk ahead inc death,18,2020-09-19,point,,77.29534149117809
2020-08-30,3 wk ahead inc death,45,2020-09-19,point,,140.847598378305
2020-08-30,3 wk ahead inc death,37,2020-09-19,point,,171.59417478091
2020-08-30,3 wk ahead inc death,51,2020-09-19,point,,95.5949715345266
2020-08-30,3 wk ahead inc death,28,2020-09-19,point,,224.170423258315
2020-08-30,3 wk ahead inc death,01,2020-09-19,point,,124.99607770786601
2020-08-30,3 wk ahead inc death,08,2020-09-19,point,,43.53638941492479
2020-08-30,3 wk ahead inc death,53,2020-09-19,point,,129.909968116605
2020-08-30,3 wk ahead inc death,27,2020-09-19,point,,94.47843237101141
2020-08-30,3 wk ahead inc death,47,2020-09-19,point,,279.24646345037604
2020-08-30,3 wk ahead inc death,29,2020-09-19,point,,77.28125961595451
2020-08-30,3 wk ahead inc death,32,2020-09-19,point,,236.60934157839
2020-08-30,3 wk ahead inc death,55,2020-09-19,point,,36.3252186979792
2020-08-30,3 wk ahead inc death,44,2020-09-19,point,,3.69662300663122
2020-08-30,3 wk ahead inc death,19,2020-09-19,point,,88.5230465683095
2020-08-30,4 wk ahead inc death,US,2020-09-26,point,,11258.5127588875
2020-08-30,4 wk ahead inc death,36,2020-09-26,point,,33.3494664649902
2020-08-30,4 wk ahead inc death,34,2020-09-26,point,,35.9993164116079
2020-08-30,4 wk ahead inc death,06,2020-09-26,point,,1486.6742497924697
2020-08-30,4 wk ahead inc death,48,2020-09-26,point,,3845.4948558127203
2020-08-30,4 wk ahead inc death,12,2020-09-26,point,,1030.26227932981
2020-08-30,4 wk ahead inc death,25,2020-09-26,point,,141.691522583561
2020-08-30,4 wk ahead inc death,17,2020-09-26,point,,138.226420822886
2020-08-30,4 wk ahead inc death,42,2020-09-26,point,,195.591803364833
2020-08-30,4 wk ahead inc death,26,2020-09-26,point,,76.9753765674046
2020-08-30,4 wk ahead inc death,13,2020-09-26,point,,927.673213990504
2020-08-30,4 wk ahead inc death,04,2020-09-26,point,,121.57179802596599
2020-08-30,4 wk ahead inc death,22,2020-09-26,point,,317.878562465519
2020-08-30,4 wk ahead inc death,09,2020-09-26,point,,11.561494649655002
2020-08-30,4 wk ahead inc death,39,2020-09-26,point,,245.850633571922
2020-08-30,4 wk ahead inc death,24,2020-09-26,point,,69.6292565688
2020-08-30,4 wk ahead inc death,18,2020-09-26,point,,77.59595857457579
2020-08-30,4 wk ahead inc death,45,2020-09-26,point,,110.533399889531
2020-08-30,4 wk ahead inc death,37,2020-09-26,point,,175.90213195612301
2020-08-30,4 wk ahead inc death,51,2020-09-26,point,,105.381744798409
2020-08-30,4 wk ahead inc death,28,2020-09-26,point,,251.50468102088502
2020-08-30,4 wk ahead inc death,01,2020-09-26,point,,139.676580533036
2020-08-30,4 wk ahead inc death,08,2020-09-26,point,,52.0475075406066
2020-08-30,4 wk ahead inc death,53,2020-09-26,point,,147.96553103140698
2020-08-30,4 wk ahead inc death,27,2020-09-26,point,,113.439862808895
2020-08-30,4 wk ahead inc death,47,2020-09-26,point,,320.205471608877
2020-08-30,4 wk ahead inc death,29,2020-09-26,point,,84.0730052298416
2020-08-30,4 wk ahead inc death,32,2020-09-26,point,,297.724060520956
2020-08-30,4 wk ahead inc death,55,2020-09-26,point,,35.1684485224675
2020-08-30,4 wk ahead inc death,44,2020-09-26,point,,2.67483438606509
2020-08-30,4 wk ahead inc death,19,2020-09-26,point,,103.753494980468
2020-08-30,1 wk ahead cum death,US,2020-09-05,point,,189015.45143320103
2020-08-30,1 wk ahead cum death,36,2020-09-05,point,,32983.3231676207
2020-08-30,1 wk ahead cum death,34,2020-09-05,point,,15966.8877835588
2020-08-30,1 wk ahead cum death,06,2020-09-05,point,,13915.4979731582
2020-08-30,1 wk ahead cum death,48,2020-09-05,point,,14434.7868163972
2020-08-30,1 wk ahead cum death,12,2020-09-05,point,,11990.5449515408
2020-08-30,1 wk ahead cum death,25,2020-09-05,point,,9146.89696857265
2020-08-30,1 wk ahead cum death,17,2020-09-05,point,,8344.76368379291
2020-08-30,1 wk ahead cum death,42,2020-09-05,point,,7779.95757279255
2020-08-30,1 wk ahead cum death,26,2020-09-05,point,,6707.49930443099
2020-08-30,1 wk ahead cum death,13,2020-09-05,point,,6085.7651022983
2020-08-30,1 wk ahead cum death,04,2020-09-05,point,,5196.2145174341995
2020-08-30,1 wk ahead cum death,22,2020-09-05,point,,5164.78265222427
2020-08-30,1 wk ahead cum death,09,2020-09-05,point,,4472.53727809539
2020-08-30,1 wk ahead cum death,39,2020-09-05,point,,4425.99686989621
2020-08-30,1 wk ahead cum death,24,2020-09-05,point,,3800.04964245397
2020-08-30,1 wk ahead cum death,18,2020-09-05,point,,3361.44604725269
2020-08-30,1 wk ahead cum death,45,2020-09-05,point,,2892.75094555979
2020-08-30,1 wk ahead cum death,37,2020-09-05,point,,2846.22200253977
2020-08-30,1 wk ahead cum death,51,2020-09-05,point,,2646.17372661284
2020-08-30,1 wk ahead cum death,28,2020-09-05,point,,2602.34158637992
2020-08-30,1 wk ahead cum death,01,2020-09-05,point,,2250.9272681121
2020-08-30,1 wk ahead cum death,08,2020-09-05,point,,1971.43693115655
2020-08-30,1 wk ahead cum death,53,2020-09-05,point,,2005.16115219352
2020-08-30,1 wk ahead cum death,27,2020-09-05,point,,1930.12725178203
2020-08-30,1 wk ahead cum death,47,2020-09-05,point,,1933.5480039418399
2020-08-30,1 wk ahead cum death,29,2020-09-05,point,,1525.09092707806
2020-08-30,1 wk ahead cum death,32,2020-09-05,point,,1449.2814615779998
2020-08-30,1 wk ahead cum death,55,2020-09-05,point,,1157.63939098565
2020-08-30,1 wk ahead cum death,44,2020-09-05,point,,1052.73687620246
2020-08-30,1 wk ahead cum death,19,2020-09-05,point,,1166.51321029466
2020-08-30,2 wk ahead cum death,US,2020-09-12,point,,197478.942206057
2020-08-30,2 wk ahead cum death,36,2020-09-12,point,,33024.113073258195
2020-08-30,2 wk ahead cum death,34,2020-09-12,point,,16001.2104813316
2020-08-30,2 wk ahead cum death,06,2020-09-12,point,,15083.324052669699
2020-08-30,2 wk ahead cum death,48,2020-09-12,point,,16721.7730174371
2020-08-30,2 wk ahead cum death,12,2020-09-12,point,,12943.243762317801
2020-08-30,2 wk ahead cum death,25,2020-09-12,point,,9268.5418915939
2020-08-30,2 wk ahead cum death,17,2020-09-12,point,,8475.69865526245
2020-08-30,2 wk ahead cum death,42,2020-09-12,point,,7924.625598497641
2020-08-30,2 wk ahead cum death,26,2020-09-12,point,,6780.15317574203
2020-08-30,2 wk ahead cum death,13,2020-09-12,point,,6710.578539121421
2020-08-30,2 wk ahead cum death,04,2020-09-12,point,,5367.55316501222
2020-08-30,2 wk ahead cum death,22,2020-09-12,point,,5444.78669761149
2020-08-30,2 wk ahead cum death,09,2020-09-12,point,,4481.12459163711
2020-08-30,2 wk ahead cum death,39,2020-09-12,point,,4620.593891699021
2020-08-30,2 wk ahead cum death,24,2020-09-12,point,,3859.8469519233295
2020-08-30,2 wk ahead cum death,18,2020-09-12,point,,3438.2073387274104
2020-08-30,2 wk ahead cum death,45,2020-09-12,point,,3058.3542275462896
2020-08-30,2 wk ahead cum death,37,2020-09-12,point,,3013.68123207127
2020-08-30,2 wk ahead cum death,51,2020-09-12,point,,2732.4746062243103
2020-08-30,2 wk ahead cum death,28,2020-09-12,point,,2799.14811590338
2020-08-30,2 wk ahead cum death,01,2020-09-12,point,,2361.72445997382
2020-08-30,2 wk ahead cum death,08,2020-09-12,point,,2007.20953750841
2020-08-30,2 wk ahead cum death,53,2020-09-12,point,,2119.40958139519
2020-08-30,2 wk ahead cum death,27,2020-09-12,point,,2009.97041403344
2020-08-30,2 wk ahead cum death,47,2020-09-12,point,,2175.86478591513
2020-08-30,2 wk ahead cum death,29,2020-09-12,point,,1596.53220261552
2020-08-30,2 wk ahead cum death,32,2020-09-12,point,,1637.5905533648902
2020-08-30,2 wk ahead cum death,55,2020-09-12,point,,1195.1065780216
2020-08-30,2 wk ahead cum death,44,2020-09-12,point,,1057.70458450075
2020-08-30,2 wk ahead cum death,19,2020-09-12,point,,1243.44965185792
2020-08-30,3 wk ahead cum death,US,2020-09-19,point,,207127.789829256
2020-08-30,3 wk ahead cum death,36,2020-09-19,point,,33060.7509464241
2020-08-30,3 wk ahead cum death,34,2020-09-19,point,,16036.4922158975
2020-08-30,3 wk ahead cum death,06,2020-09-19,point,,16401.5345331494
2020-08-30,3 wk ahead cum death,48,2020-09-19,point,,19609.3517824844
2020-08-30,3 wk ahead cum death,12,2020-09-19,point,,13941.473236137299
2020-08-30,3 wk ahead cum death,25,2020-09-19,point,,9400.339014195992
2020-08-30,3 wk ahead cum death,17,2020-09-19,point,,8609.922405462521
2020-08-30,3 wk ahead cum death,42,2020-09-19,point,,8091.95943073167
2020-08-30,3 wk ahead cum death,26,2020-09-19,point,,6855.08275311339
2020-08-30,3 wk ahead cum death,13,2020-09-19,point,,7474.163029664671
2020-08-30,3 wk ahead cum death,04,2020-09-19,point,,5513.21363170343
2020-08-30,3 wk ahead cum death,22,2020-09-19,point,,5746.28312727968
2020-08-30,3 wk ahead cum death,09,2020-09-19,point,,4491.20580192159
2020-08-30,3 wk ahead cum death,39,2020-09-19,point,,4837.82301417571
2020-08-30,3 wk ahead cum death,24,2020-09-19,point,,3924.1640459778705
2020-08-30,3 wk ahead cum death,18,2020-09-19,point,,3515.5026802185903
2020-08-30,3 wk ahead cum death,45,2020-09-19,point,,3199.2018259246
2020-08-30,3 wk ahead cum death,37,2020-09-19,point,,3185.2754068521804
2020-08-30,3 wk ahead cum death,51,2020-09-19,point,,2828.06957775884
2020-08-30,3 wk ahead cum death,28,2020-09-19,point,,3023.31853916169
2020-08-30,3 wk ahead cum death,01,2020-09-19,point,,2486.7205376816896
2020-08-30,3 wk ahead cum death,08,2020-09-19,point,,2050.74592692334
2020-08-30,3 wk ahead cum death,53,2020-09-19,point,,2249.3195495118
2020-08-30,3 wk ahead cum death,27,2020-09-19,point,,2104.4488464044503
2020-08-30,3 wk ahead cum death,47,2020-09-19,point,,2455.1112493655
2020-08-30,3 wk ahead cum death,29,2020-09-19,point,,1673.8134622314801
2020-08-30,3 wk ahead cum death,32,2020-09-19,point,,1874.19989494328
2020-08-30,3 wk ahead cum death,55,2020-09-19,point,,1231.43179671958
2020-08-30,3 wk ahead cum death,44,2020-09-19,point,,1061.4012075073801
2020-08-30,3 wk ahead cum death,19,2020-09-19,point,,1331.97269842623
2020-08-30,4 wk ahead cum death,US,2020-09-26,point,,218386.302588143
2020-08-30,4 wk ahead cum death,36,2020-09-26,point,,33094.1004128891
2020-08-30,4 wk ahead cum death,34,2020-09-26,point,,16072.491532309099
2020-08-30,4 wk ahead cum death,06,2020-09-26,point,,17888.208782941798
2020-08-30,4 wk ahead cum death,48,2020-09-26,point,,23454.846638297204
2020-08-30,4 wk ahead cum death,12,2020-09-26,point,,14971.7355154671
2020-08-30,4 wk ahead cum death,25,2020-09-26,point,,9542.03053677955
2020-08-30,4 wk ahead cum death,17,2020-09-26,point,,8748.148826285409
2020-08-30,4 wk ahead cum death,42,2020-09-26,point,,8287.551234096509
2020-08-30,4 wk ahead cum death,26,2020-09-26,point,,6932.0581296807995
2020-08-30,4 wk ahead cum death,13,2020-09-26,point,,8401.83624365518
2020-08-30,4 wk ahead cum death,04,2020-09-26,point,,5634.78542972939
2020-08-30,4 wk ahead cum death,22,2020-09-26,point,,6064.1616897452
2020-08-30,4 wk ahead cum death,09,2020-09-26,point,,4502.76729657125
2020-08-30,4 wk ahead cum death,39,2020-09-26,point,,5083.67364774763
2020-08-30,4 wk ahead cum death,24,2020-09-26,point,,3993.7933025466705
2020-08-30,4 wk ahead cum death,18,2020-09-26,point,,3593.0986387931703
2020-08-30,4 wk ahead cum death,45,2020-09-26,point,,3309.7352258141304
2020-08-30,4 wk ahead cum death,37,2020-09-26,point,,3361.1775388083
2020-08-30,4 wk ahead cum death,51,2020-09-26,point,,2933.4513225572496
2020-08-30,4 wk ahead cum death,28,2020-09-26,point,,3274.82322018258
2020-08-30,4 wk ahead cum death,01,2020-09-26,point,,2626.39711821473
2020-08-30,4 wk ahead cum death,08,2020-09-26,point,,2102.79343446395
2020-08-30,4 wk ahead cum death,53,2020-09-26,point,,2397.2850805432
2020-08-30,4 wk ahead cum death,27,2020-09-26,point,,2217.88870921334
2020-08-30,4 wk ahead cum death,47,2020-09-26,point,,2775.3167209743797
2020-08-30,4 wk ahead cum death,29,2020-09-26,point,,1757.8864674613199
2020-08-30,4 wk ahead cum death,32,2020-09-26,point,,2171.92395546423
2020-08-30,4 wk ahead cum death,55,2020-09-26,point,,1266.60024524205
2020-08-30,4 wk ahead cum death,44,2020-09-26,point,,1064.07604189345
2020-08-30,4 wk ahead cum death,19,2020-09-26,point,,1435.72619340669
