forecast_date,location,quantile,target,target_end_date,type,value
2021-01-25,55,,4 wk ahead inc death,2021-02-20,point,136.67495220765397
2021-01-25,56,,1 wk ahead inc case,2021-01-30,point,1930.928720953728
2021-01-25,56,,2 wk ahead inc case,2021-02-06,point,1724.2383922521994
2021-01-25,56,,3 wk ahead inc case,2021-02-13,point,1412.9650318374133
2021-01-25,56,,4 wk ahead inc case,2021-02-20,point,1058.201736111064
2021-02-01,US,,1 wk ahead inc case,2021-02-06,point,1041542.3795737105
2021-02-01,US,,2 wk ahead inc case,2021-02-13,point,878881.587278688
2021-02-01,US,,3 wk ahead inc case,2021-02-20,point,719907.8988476049
2021-02-01,US,,4 wk ahead inc case,2021-02-27,point,572407.9419602997
2021-02-01,US,,1 wk ahead inc death,2021-02-06,point,22024.564447795685
2021-02-01,US,,2 wk ahead inc death,2021-02-13,point,21370.43386667865
2021-02-01,US,,3 wk ahead inc death,2021-02-20,point,20337.29884679869
2021-02-01,US,,4 wk ahead inc death,2021-02-27,point,18981.885668024686
2021-02-01,01,,1 wk ahead inc case,2021-02-06,point,16418.36399676638
2021-02-01,01,,2 wk ahead inc case,2021-02-13,point,13445.919661351094
2021-02-01,01,,3 wk ahead inc case,2021-02-20,point,10620.695200473854
2021-02-01,01,,4 wk ahead inc case,2021-02-27,point,8091.017832804475
2021-02-01,01,,1 wk ahead inc death,2021-02-06,point,696.2681450591589
2021-02-01,01,,2 wk ahead inc death,2021-02-13,point,551.7536238265991
2021-02-01,01,,3 wk ahead inc death,2021-02-20,point,378.6592513508419
2021-02-01,01,,4 wk ahead inc death,2021-02-27,point,225.051813762756
2021-02-01,02,,1 wk ahead inc case,2021-02-06,point,718.0679638638829
2021-02-01,02,,2 wk ahead inc case,2021-02-13,point,329.8494047740109
2021-02-01,02,,3 wk ahead inc case,2021-02-20,point,119.63489795036864
2021-02-01,02,,4 wk ahead inc case,2021-02-27,point,34.21923225488057
2021-02-01,02,,1 wk ahead inc death,2021-02-06,point,11.37196426978243
2021-02-01,02,,2 wk ahead inc death,2021-02-13,point,9.938022635148675
2021-02-01,02,,3 wk ahead inc death,2021-02-20,point,8.506287745237094
2021-02-01,02,,4 wk ahead inc death,2021-02-27,point,7.131087176807204
2021-02-01,04,,1 wk ahead inc case,2021-02-06,point,25617.89865490335
2021-02-01,04,,2 wk ahead inc case,2021-02-13,point,12947.339218746314
2021-02-01,04,,3 wk ahead inc case,2021-02-20,point,5949.440183263692
2021-02-01,04,,4 wk ahead inc case,2021-02-27,point,2733.989949050998
2021-02-01,04,,1 wk ahead inc death,2021-02-06,point,869.5019819425604
2021-02-01,04,,2 wk ahead inc death,2021-02-13,point,804.4147814863089
2021-02-01,04,,3 wk ahead inc death,2021-02-20,point,741.264935777894
2021-02-01,04,,4 wk ahead inc death,2021-02-27,point,663.3990823538577
2021-02-01,05,,1 wk ahead inc case,2021-02-06,point,8454.658919228048
2021-02-01,05,,2 wk ahead inc case,2021-02-13,point,6530.861464186633
2021-02-01,05,,3 wk ahead inc case,2021-02-20,point,5290.864557725872
2021-02-01,05,,4 wk ahead inc case,2021-02-27,point,4317.159189464046
2021-02-01,05,,1 wk ahead inc death,2021-02-06,point,319.752512664818
2021-02-01,05,,2 wk ahead inc death,2021-02-13,point,336.660103514939
2021-02-01,05,,3 wk ahead inc death,2021-02-20,point,354.30009929070417
2021-02-01,05,,4 wk ahead inc death,2021-02-27,point,372.69436821263054
2021-02-01,06,,1 wk ahead inc case,2021-02-06,point,70704.07989323928
2021-02-01,06,,2 wk ahead inc case,2021-02-13,point,23532.93469712174
2021-02-01,06,,3 wk ahead inc case,2021-02-20,point,6738.15316455255
2021-02-01,06,,4 wk ahead inc case,2021-02-27,point,2369.1465796461
2021-02-01,06,,1 wk ahead inc death,2021-02-06,point,3864.897347577862
2021-02-01,06,,2 wk ahead inc death,2021-02-13,point,3748.635337342004
2021-02-01,06,,3 wk ahead inc death,2021-02-20,point,3467.0097927401007
2021-02-01,06,,4 wk ahead inc death,2021-02-27,point,3057.601223346818
2021-02-01,08,,1 wk ahead inc case,2021-02-06,point,7511.887009700067
2021-02-01,08,,2 wk ahead inc case,2021-02-13,point,4708.3076363584005
2021-02-01,08,,3 wk ahead inc case,2021-02-20,point,2831.928879422153
2021-02-01,08,,4 wk ahead inc case,2021-02-27,point,1793.202766114035
2021-02-01,08,,1 wk ahead inc death,2021-02-06,point,84.09996834654055
2021-02-01,08,,2 wk ahead inc death,2021-02-13,point,76.1410645017023
2021-02-01,08,,3 wk ahead inc death,2021-02-20,point,73.48651213253079
2021-02-01,08,,4 wk ahead inc death,2021-02-27,point,73.0749926996912
2021-02-01,09,,1 wk ahead inc case,2021-02-06,point,7715.052341490266
2021-02-01,09,,2 wk ahead inc case,2021-02-13,point,3647.5215794810792
2021-02-01,09,,3 wk ahead inc case,2021-02-20,point,1455.6159281427367
2021-02-01,09,,4 wk ahead inc case,2021-02-27,point,556.7289991405304
2021-02-01,09,,1 wk ahead inc death,2021-02-06,point,203.42941505633755
2021-02-01,09,,2 wk ahead inc death,2021-02-13,point,174.09458874601071
2021-02-01,09,,3 wk ahead inc death,2021-02-20,point,143.52105858785387
2021-02-01,09,,4 wk ahead inc death,2021-02-27,point,113.97373565636663
2021-02-01,10,,1 wk ahead inc case,2021-02-06,point,4482.6615436587435
2021-02-01,10,,2 wk ahead inc case,2021-02-13,point,4287.24646369368
2021-02-01,10,,3 wk ahead inc case,2021-02-20,point,4029.938937162635
2021-02-01,10,,4 wk ahead inc case,2021-02-27,point,3723.0252899353895
2021-02-01,10,,1 wk ahead inc death,2021-02-06,point,5.443011268263326
2021-02-01,10,,2 wk ahead inc death,2021-02-13,point,1.6634664978936111
2021-02-01,10,,3 wk ahead inc death,2021-02-20,point,0.3948772970533069
2021-02-01,10,,4 wk ahead inc death,2021-02-27,point,0.07279617268685795
2021-02-01,12,,1 wk ahead inc case,2021-02-06,point,76164.79416212918
2021-02-01,12,,2 wk ahead inc case,2021-02-13,point,67718.23087621301
2021-02-01,12,,3 wk ahead inc case,2021-02-20,point,58400.29073447173
2021-02-01,12,,4 wk ahead inc case,2021-02-27,point,48847.163426999934
2021-02-01,12,,1 wk ahead inc death,2021-02-06,point,1307.8931163853194
2021-02-01,12,,2 wk ahead inc death,2021-02-13,point,1344.3850158370026
2021-02-01,12,,3 wk ahead inc death,2021-02-20,point,1337.840475218855
2021-02-01,12,,4 wk ahead inc death,2021-02-27,point,1287.0268268459968
2021-02-01,13,,1 wk ahead inc case,2021-02-06,point,46442.326095339435
2021-02-01,13,,2 wk ahead inc case,2021-02-13,point,39771.28000215493
2021-02-01,13,,3 wk ahead inc case,2021-02-20,point,32619.66869640185
2021-02-01,13,,4 wk ahead inc case,2021-02-27,point,25620.610440484776
2021-02-01,13,,1 wk ahead inc death,2021-02-06,point,1277.1465813635562
2021-02-01,13,,2 wk ahead inc death,2021-02-13,point,1677.069386045623
2021-02-01,13,,3 wk ahead inc death,2021-02-20,point,2196.703942069642
2021-02-01,13,,4 wk ahead inc death,2021-02-27,point,2860.3304976588165
2021-02-01,15,,1 wk ahead inc case,2021-02-06,point,934.6024953676621
2021-02-01,15,,2 wk ahead inc case,2021-02-13,point,929.8623945266884
2021-02-01,15,,3 wk ahead inc case,2021-02-20,point,920.8227329386788
2021-02-01,15,,4 wk ahead inc case,2021-02-27,point,907.6093904505743
2021-02-01,16,,1 wk ahead inc case,2021-02-06,point,2953.1093075001154
2021-02-01,16,,2 wk ahead inc case,2021-02-13,point,2234.4373100400758
2021-02-01,16,,3 wk ahead inc case,2021-02-20,point,1641.2924270055053
2021-02-01,16,,4 wk ahead inc case,2021-02-27,point,1170.3961023979339
2021-02-01,16,,1 wk ahead inc death,2021-02-06,point,45.03212583363975
2021-02-01,16,,2 wk ahead inc death,2021-02-13,point,34.755314897389695
2021-02-01,16,,3 wk ahead inc death,2021-02-20,point,25.920973391198736
2021-02-01,16,,4 wk ahead inc death,2021-02-27,point,18.68153862031529
2021-02-01,17,,1 wk ahead inc case,2021-02-06,point,29664.923606791333
2021-02-01,17,,2 wk ahead inc case,2021-02-13,point,25469.353336388744
2021-02-01,17,,3 wk ahead inc case,2021-02-20,point,21164.649452416696
2021-02-01,17,,4 wk ahead inc case,2021-02-27,point,17019.538164839953
2021-02-01,17,,1 wk ahead inc death,2021-02-06,point,420.4436360977729
2021-02-01,17,,2 wk ahead inc death,2021-02-13,point,302.79549454263463
2021-02-01,17,,3 wk ahead inc death,2021-02-20,point,208.10102209845917
2021-02-01,17,,4 wk ahead inc death,2021-02-27,point,136.50837195893337
2021-02-01,18,,1 wk ahead inc case,2021-02-06,point,11797.597767071024
2021-02-01,18,,2 wk ahead inc case,2021-02-13,point,5957.468976618283
2021-02-01,18,,3 wk ahead inc case,2021-02-20,point,2576.549781233513
2021-02-01,18,,4 wk ahead inc case,2021-02-27,point,1024.3426540627631
2021-02-01,18,,1 wk ahead inc death,2021-02-06,point,266.58066788516487
2021-02-01,18,,2 wk ahead inc death,2021-02-13,point,213.9438588210704
2021-02-01,18,,3 wk ahead inc death,2021-02-20,point,166.37736113285266
2021-02-01,18,,4 wk ahead inc death,2021-02-27,point,125.37490575772604
2021-02-01,19,,1 wk ahead inc case,2021-02-06,point,4384.700883287539
2021-02-01,19,,2 wk ahead inc case,2021-02-13,point,2667.570143888997
2021-02-01,19,,3 wk ahead inc case,2021-02-20,point,1453.0286659664341
2021-02-01,19,,4 wk ahead inc case,2021-02-27,point,708.6162891175585
2021-02-01,19,,1 wk ahead inc death,2021-02-06,point,95.19571514211896
2021-02-01,19,,2 wk ahead inc death,2021-02-13,point,66.79728104531532
2021-02-01,19,,3 wk ahead inc death,2021-02-20,point,44.713270144305966
2021-02-01,19,,4 wk ahead inc death,2021-02-27,point,28.552898043549423
2021-02-01,20,,1 wk ahead inc case,2021-02-06,point,6353.4205755204575
2021-02-01,20,,2 wk ahead inc case,2021-02-13,point,3837.641258420707
2021-02-01,20,,3 wk ahead inc case,2021-02-20,point,2074.2051253828367
2021-02-01,20,,4 wk ahead inc case,2021-02-27,point,1022.8544579923946
2021-02-01,20,,1 wk ahead inc death,2021-02-06,point,184.2085626647703
2021-02-01,20,,2 wk ahead inc death,2021-02-13,point,157.74924271745186
2021-02-01,20,,3 wk ahead inc death,2021-02-20,point,131.3803264168115
2021-02-01,20,,4 wk ahead inc death,2021-02-27,point,106.41404698145031
2021-02-01,21,,1 wk ahead inc case,2021-02-06,point,18224.785690245968
2021-02-01,21,,2 wk ahead inc case,2021-02-13,point,17300.065532162203
2021-02-01,21,,3 wk ahead inc case,2021-02-20,point,16511.094961347357
2021-02-01,21,,4 wk ahead inc case,2021-02-27,point,15894.834650046516
2021-02-01,21,,1 wk ahead inc death,2021-02-06,point,297.3867436277874
2021-02-01,21,,2 wk ahead inc death,2021-02-13,point,324.69995932059936
2021-02-01,21,,3 wk ahead inc death,2021-02-20,point,354.14103637798246
2021-02-01,21,,4 wk ahead inc death,2021-02-27,point,385.8368154795317
2021-02-01,22,,1 wk ahead inc case,2021-02-06,point,15971.44219894961
2021-02-01,22,,2 wk ahead inc case,2021-02-13,point,13982.202952033225
2021-02-01,22,,3 wk ahead inc case,2021-02-20,point,11997.991121020888
2021-02-01,22,,4 wk ahead inc case,2021-02-27,point,10151.465559915458
2021-02-01,22,,1 wk ahead inc death,2021-02-06,point,337.34642124873545
2021-02-01,22,,2 wk ahead inc death,2021-02-13,point,336.1377684833927
2021-02-01,22,,3 wk ahead inc death,2021-02-20,point,329.4729882794573
2021-02-01,22,,4 wk ahead inc death,2021-02-27,point,317.6752212679616
2021-02-01,23,,1 wk ahead inc case,2021-02-06,point,3048.5789787995723
2021-02-01,23,,2 wk ahead inc case,2021-02-13,point,2668.9527233033123
2021-02-01,23,,3 wk ahead inc case,2021-02-20,point,2250.6384098805993
2021-02-01,23,,4 wk ahead inc case,2021-02-27,point,1828.0663488872933
2021-02-01,24,,1 wk ahead inc case,2021-02-06,point,12784.816905926033
2021-02-01,24,,2 wk ahead inc case,2021-02-13,point,9863.396393903871
2021-02-01,24,,3 wk ahead inc case,2021-02-20,point,7081.948298786319
2021-02-01,24,,4 wk ahead inc case,2021-02-27,point,4729.092973566511
2021-02-01,24,,1 wk ahead inc death,2021-02-06,point,234.68959215180809
2021-02-01,24,,2 wk ahead inc death,2021-02-13,point,199.77066799969012
2021-02-01,24,,3 wk ahead inc death,2021-02-20,point,163.92562071968158
2021-02-01,24,,4 wk ahead inc death,2021-02-27,point,129.66933203317595
2021-02-01,25,,1 wk ahead inc case,2021-02-06,point,23711.486448200994
2021-02-01,25,,2 wk ahead inc case,2021-02-13,point,17924.5616587935
2021-02-01,25,,3 wk ahead inc case,2021-02-20,point,12653.866368115381
2021-02-01,25,,4 wk ahead inc case,2021-02-27,point,8333.352053002209
2021-02-01,25,,1 wk ahead inc death,2021-02-06,point,588.1201946095163
2021-02-01,25,,2 wk ahead inc death,2021-02-13,point,637.0525806238642
2021-02-01,25,,3 wk ahead inc death,2021-02-20,point,689.2119860129162
2021-02-01,25,,4 wk ahead inc death,2021-02-27,point,744.7297774584943
2021-02-01,26,,1 wk ahead inc case,2021-02-06,point,10488.469762446297
2021-02-01,26,,2 wk ahead inc case,2021-02-13,point,6182.262741052922
2021-02-01,26,,3 wk ahead inc case,2021-02-20,point,3059.103585155239
2021-02-01,26,,4 wk ahead inc case,2021-02-27,point,1267.1326371505334
2021-02-01,26,,1 wk ahead inc death,2021-02-06,point,293.49902418638305
2021-02-01,26,,2 wk ahead inc death,2021-02-13,point,219.45104007110282
2021-02-01,26,,3 wk ahead inc death,2021-02-20,point,164.84635209422115
2021-02-01,26,,4 wk ahead inc death,2021-02-27,point,127.53539770324305
2021-02-01,27,,1 wk ahead inc case,2021-02-06,point,6057.5761184181165
2021-02-01,27,,2 wk ahead inc case,2021-02-13,point,3905.5097979640004
2021-02-01,27,,3 wk ahead inc case,2021-02-20,point,2248.3283535773594
2021-02-01,27,,4 wk ahead inc case,2021-02-27,point,1162.256668598414
2021-02-01,27,,1 wk ahead inc death,2021-02-06,point,84.79219160937167
2021-02-01,27,,2 wk ahead inc death,2021-02-13,point,53.23640615373946
2021-02-01,27,,3 wk ahead inc death,2021-02-20,point,31.459671921167544
2021-02-01,27,,4 wk ahead inc death,2021-02-27,point,17.49853988198495
2021-02-01,28,,1 wk ahead inc case,2021-02-06,point,10861.416767269591
2021-02-01,28,,2 wk ahead inc case,2021-02-13,point,9367.964338516947
2021-02-01,28,,3 wk ahead inc case,2021-02-20,point,7851.068487629616
2021-02-01,28,,4 wk ahead inc case,2021-02-27,point,6393.4646174213285
2021-02-01,28,,1 wk ahead inc death,2021-02-06,point,292.59037830598
2021-02-01,28,,2 wk ahead inc death,2021-02-13,point,285.4932160560371
2021-02-01,28,,3 wk ahead inc death,2021-02-20,point,273.48133475404927
2021-02-01,28,,4 wk ahead inc death,2021-02-27,point,257.19089539956224
2021-02-01,29,,1 wk ahead inc case,2021-02-06,point,10880.560539160617
2021-02-01,29,,2 wk ahead inc case,2021-02-13,point,8857.818094955088
2021-02-01,29,,3 wk ahead inc case,2021-02-20,point,7024.057466417441
2021-02-01,29,,4 wk ahead inc case,2021-02-27,point,5425.404852419295
2021-02-01,29,,1 wk ahead inc death,2021-02-06,point,289.6683544767453
2021-02-01,29,,2 wk ahead inc death,2021-02-13,point,265.6096247362321
2021-02-01,29,,3 wk ahead inc death,2021-02-20,point,240.8487112370594
2021-02-01,29,,4 wk ahead inc death,2021-02-27,point,216.3909664250789
2021-02-01,30,,1 wk ahead inc case,2021-02-06,point,2498.322045667188
2021-02-01,30,,2 wk ahead inc case,2021-02-13,point,2528.480341075533
2021-02-01,30,,3 wk ahead inc case,2021-02-20,point,2568.147951902664
2021-02-01,30,,4 wk ahead inc case,2021-02-27,point,2608.813128005034
2021-02-01,30,,1 wk ahead inc death,2021-02-06,point,45.990053557220634
2021-02-01,30,,2 wk ahead inc death,2021-02-13,point,26.704708652103466
2021-02-01,30,,3 wk ahead inc death,2021-02-20,point,22.43998827026539
2021-02-01,30,,4 wk ahead inc death,2021-02-27,point,18.615265517464255
2021-02-01,31,,1 wk ahead inc case,2021-02-06,point,4134.972080789936
2021-02-01,31,,2 wk ahead inc case,2021-02-13,point,3528.2071960897497
2021-02-01,31,,3 wk ahead inc case,2021-02-20,point,2955.0659372491805
2021-02-01,31,,4 wk ahead inc case,2021-02-27,point,2429.4506675261864
2021-02-01,31,,1 wk ahead inc death,2021-02-06,point,23.335096119933855
2021-02-01,31,,2 wk ahead inc death,2021-02-13,point,14.17521209956357
2021-02-01,31,,3 wk ahead inc death,2021-02-20,point,8.110033315110448
2021-02-01,31,,4 wk ahead inc death,2021-02-27,point,4.370069876520009
2021-02-01,32,,1 wk ahead inc case,2021-02-06,point,8468.880585106228
2021-02-01,32,,2 wk ahead inc case,2021-02-13,point,7575.509361731013
2021-02-01,32,,3 wk ahead inc case,2021-02-20,point,6920.859601443941
2021-02-01,32,,4 wk ahead inc case,2021-02-27,point,6435.352742315927
2021-02-01,32,,1 wk ahead inc death,2021-02-06,point,246.97804667116336
2021-02-01,32,,2 wk ahead inc death,2021-02-13,point,226.0302796875956
2021-02-01,32,,3 wk ahead inc death,2021-02-20,point,200.7667024127311
2021-02-01,32,,4 wk ahead inc death,2021-02-27,point,173.07467463102813
2021-02-01,33,,1 wk ahead inc case,2021-02-06,point,4063.603097621391
2021-02-01,33,,2 wk ahead inc case,2021-02-13,point,3479.929011506594
2021-02-01,33,,3 wk ahead inc case,2021-02-20,point,2878.8394250262395
2021-02-01,33,,4 wk ahead inc case,2021-02-27,point,2300.6599111563555
2021-02-01,34,,1 wk ahead inc case,2021-02-06,point,25231.16598110466
2021-02-01,34,,2 wk ahead inc case,2021-02-13,point,15092.948754691626
2021-02-01,34,,3 wk ahead inc case,2021-02-20,point,8549.462956892836
2021-02-01,34,,4 wk ahead inc case,2021-02-27,point,5070.6935123823705
2021-02-01,34,,1 wk ahead inc death,2021-02-06,point,496.64304618536767
2021-02-01,34,,2 wk ahead inc death,2021-02-13,point,438.8760553177334
2021-02-01,34,,3 wk ahead inc death,2021-02-20,point,373.78682672129514
2021-02-01,34,,4 wk ahead inc death,2021-02-27,point,306.8249302084689
2021-02-01,35,,1 wk ahead inc case,2021-02-06,point,5579.828213650397
2021-02-01,35,,2 wk ahead inc case,2021-02-13,point,4815.720562536892
2021-02-01,35,,3 wk ahead inc case,2021-02-20,point,4065.906656629798
2021-02-01,35,,4 wk ahead inc case,2021-02-27,point,3358.2200368637127
2021-02-01,35,,1 wk ahead inc death,2021-02-06,point,137.17675237850793
2021-02-01,35,,2 wk ahead inc death,2021-02-13,point,112.84397820278345
2021-02-01,35,,3 wk ahead inc death,2021-02-20,point,89.65087598173166
2021-02-01,35,,4 wk ahead inc death,2021-02-27,point,68.78705968006113
2021-02-01,36,,1 wk ahead inc case,2021-02-06,point,92258.48571807012
2021-02-01,36,,2 wk ahead inc case,2021-02-13,point,85395.51272745716
2021-02-01,36,,3 wk ahead inc case,2021-02-20,point,76857.9228332639
2021-02-01,36,,4 wk ahead inc case,2021-02-27,point,67261.58410265605
2021-02-01,36,,1 wk ahead inc death,2021-02-06,point,1238.910601993064
2021-02-01,36,,2 wk ahead inc death,2021-02-13,point,1113.8259682736082
2021-02-01,36,,3 wk ahead inc death,2021-02-20,point,954.2087859306844
2021-02-01,36,,4 wk ahead inc death,2021-02-27,point,778.9653181999864
2021-02-01,37,,1 wk ahead inc case,2021-02-06,point,29265.487580404715
2021-02-01,37,,2 wk ahead inc case,2021-02-13,point,17219.956936213108
2021-02-01,37,,3 wk ahead inc case,2021-02-20,point,8586.033516732441
2021-02-01,37,,4 wk ahead inc case,2021-02-27,point,3629.7894769770396
2021-02-01,37,,1 wk ahead inc death,2021-02-06,point,663.0947408945352
2021-02-01,37,,2 wk ahead inc death,2021-02-13,point,653.6302012638566
2021-02-01,37,,3 wk ahead inc death,2021-02-20,point,618.6936080009815
2021-02-01,37,,4 wk ahead inc death,2021-02-27,point,567.6703148153207
2021-02-01,38,,1 wk ahead inc case,2021-02-06,point,623.2034771552078
2021-02-01,38,,2 wk ahead inc case,2021-02-13,point,500.2185452195467
2021-02-01,38,,3 wk ahead inc case,2021-02-20,point,395.55315400513496
2021-02-01,38,,4 wk ahead inc case,2021-02-27,point,308.15162384491674
2021-02-01,38,,1 wk ahead inc death,2021-02-06,point,13.425896867808286
2021-02-01,38,,2 wk ahead inc death,2021-02-13,point,8.774622526461199
2021-02-01,38,,3 wk ahead inc death,2021-02-20,point,5.508641607699355
2021-02-01,38,,4 wk ahead inc death,2021-02-27,point,3.3219372468053785
2021-02-01,39,,1 wk ahead inc case,2021-02-06,point,25118.953695798788
2021-02-01,39,,2 wk ahead inc case,2021-02-13,point,18587.493135156477
2021-02-01,39,,3 wk ahead inc case,2021-02-20,point,13207.13265534251
2021-02-01,39,,4 wk ahead inc case,2021-02-27,point,9010.82632665479
2021-02-01,39,,1 wk ahead inc death,2021-02-06,point,438.04666069672516
2021-02-01,39,,2 wk ahead inc death,2021-02-13,point,348.39056458514267
2021-02-01,39,,3 wk ahead inc death,2021-02-20,point,250.32851672161564
2021-02-01,39,,4 wk ahead inc death,2021-02-27,point,161.86962640727748
2021-02-01,40,,1 wk ahead inc case,2021-02-06,point,20169.783357790402
2021-02-01,40,,2 wk ahead inc case,2021-02-13,point,18944.00950419869
2021-02-01,40,,3 wk ahead inc case,2021-02-20,point,17558.52734267196
2021-02-01,40,,4 wk ahead inc case,2021-02-27,point,16060.157084110715
2021-02-01,40,,1 wk ahead inc death,2021-02-06,point,281.8244798946168
2021-02-01,40,,2 wk ahead inc death,2021-02-13,point,305.6251626030065
2021-02-01,40,,3 wk ahead inc death,2021-02-20,point,331.13606952681334
2021-02-01,40,,4 wk ahead inc death,2021-02-27,point,358.45187814450406
2021-02-01,41,,1 wk ahead inc case,2021-02-06,point,2363.6911866561445
2021-02-01,41,,2 wk ahead inc case,2021-02-13,point,1021.9899984931636
2021-02-01,41,,3 wk ahead inc case,2021-02-20,point,448.4891634465868
2021-02-01,41,,4 wk ahead inc case,2021-02-27,point,210.94746854307843
2021-02-01,42,,1 wk ahead inc case,2021-02-06,point,35676.428355365766
2021-02-01,42,,2 wk ahead inc case,2021-02-13,point,19389.687524308683
2021-02-01,42,,3 wk ahead inc case,2021-02-20,point,10598.592831126974
2021-02-01,42,,4 wk ahead inc case,2021-02-27,point,6652.563406157907
2021-02-01,42,,1 wk ahead inc death,2021-02-06,point,1084.2468086205663
2021-02-01,42,,2 wk ahead inc death,2021-02-13,point,909.7612153225833
2021-02-01,42,,3 wk ahead inc death,2021-02-20,point,731.3588746736522
2021-02-01,42,,4 wk ahead inc death,2021-02-27,point,563.2970057759808
2021-02-01,44,,1 wk ahead inc case,2021-02-06,point,5114.505669972745
2021-02-01,44,,2 wk ahead inc case,2021-02-13,point,5207.4045453848275
2021-02-01,44,,3 wk ahead inc case,2021-02-20,point,5271.551240430244
2021-02-01,44,,4 wk ahead inc case,2021-02-27,point,5303.732236339904
2021-02-01,44,,1 wk ahead inc death,2021-02-06,point,0.9208110016210436
2021-02-01,44,,2 wk ahead inc death,2021-02-13,point,0.08767070662857426
2021-02-01,44,,3 wk ahead inc death,2021-02-20,point,0.00528751624284439
2021-02-01,44,,4 wk ahead inc death,2021-02-27,point,0.00020173852865808999
2021-02-01,45,,1 wk ahead inc case,2021-02-06,point,27933.619552241908
2021-02-01,45,,2 wk ahead inc case,2021-02-13,point,24872.350086786362
2021-02-01,45,,3 wk ahead inc case,2021-02-20,point,21203.140318307316
2021-02-01,45,,4 wk ahead inc case,2021-02-27,point,17303.715300072734
2021-02-01,45,,1 wk ahead inc death,2021-02-06,point,482.35535569552655
2021-02-01,45,,2 wk ahead inc death,2021-02-13,point,540.8230043513604
2021-02-01,45,,3 wk ahead inc death,2021-02-20,point,605.0375728194979
2021-02-01,45,,4 wk ahead inc death,2021-02-27,point,675.3806449103096
2021-02-01,46,,1 wk ahead inc case,2021-02-06,point,767.0486294789969
2021-02-01,46,,2 wk ahead inc case,2021-02-13,point,349.68400694257264
2021-02-01,46,,3 wk ahead inc case,2021-02-20,point,130.02871210912193
2021-02-01,46,,4 wk ahead inc case,2021-02-27,point,39.37431527481822
2021-02-01,46,,1 wk ahead inc death,2021-02-06,point,60.526574487896404
2021-02-01,46,,2 wk ahead inc death,2021-02-13,point,44.29522532452222
2021-02-01,46,,3 wk ahead inc death,2021-02-20,point,26.498809576124497
2021-02-01,46,,4 wk ahead inc death,2021-02-27,point,12.88048429789572
2021-02-01,47,,1 wk ahead inc case,2021-02-06,point,19365.04214758347
2021-02-01,47,,2 wk ahead inc case,2021-02-13,point,17021.375067410285
2021-02-01,47,,3 wk ahead inc case,2021-02-20,point,15662.678152455554
2021-02-01,47,,4 wk ahead inc case,2021-02-27,point,14808.30564641282
2021-02-01,47,,1 wk ahead inc death,2021-02-06,point,728.888544505437
2021-02-01,47,,2 wk ahead inc death,2021-02-13,point,779.0366274728344
2021-02-01,47,,3 wk ahead inc death,2021-02-20,point,832.0474545100873
2021-02-01,47,,4 wk ahead inc death,2021-02-27,point,888.0384749399533
2021-02-01,48,,1 wk ahead inc case,2021-02-06,point,139871.35003119765
2021-02-01,48,,2 wk ahead inc case,2021-02-13,point,139689.2428929204
2021-02-01,48,,3 wk ahead inc case,2021-02-20,point,138208.14434549323
2021-02-01,48,,4 wk ahead inc case,2021-02-27,point,135469.26795327515
2021-02-01,48,,1 wk ahead inc death,2021-02-06,point,2597.487219321813
2021-02-01,48,,2 wk ahead inc death,2021-02-13,point,2896.2394681075984
2021-02-01,48,,3 wk ahead inc death,2021-02-20,point,3226.2910441860686
2021-02-01,48,,4 wk ahead inc death,2021-02-27,point,3589.3146498186397
2021-02-01,49,,1 wk ahead inc case,2021-02-06,point,5779.1546479210165
2021-02-01,49,,2 wk ahead inc case,2021-02-13,point,2656.839431820097
2021-02-01,49,,3 wk ahead inc case,2021-02-20,point,1250.8790004741033
2021-02-01,49,,4 wk ahead inc case,2021-02-27,point,646.3561495671875
2021-02-01,50,,1 wk ahead inc case,2021-02-06,point,927.6486796431695
2021-02-01,50,,2 wk ahead inc case,2021-02-13,point,801.7923407384308
2021-02-01,50,,3 wk ahead inc case,2021-02-20,point,652.4783705069373
2021-02-01,50,,4 wk ahead inc case,2021-02-27,point,499.9131631046537
2021-02-01,50,,1 wk ahead inc death,2021-02-06,point,3.4942871941247056
2021-02-01,50,,2 wk ahead inc death,2021-02-13,point,1.7993793330963466
2021-02-01,50,,3 wk ahead inc death,2021-02-20,point,0.5966311270540419
2021-02-01,50,,4 wk ahead inc death,2021-02-27,point,0.1477856352868812
2021-02-01,51,,1 wk ahead inc case,2021-02-06,point,34383.22625539824
2021-02-01,51,,2 wk ahead inc case,2021-02-13,point,32049.440866176134
2021-02-01,51,,3 wk ahead inc case,2021-02-20,point,29015.27184032001
2021-02-01,51,,4 wk ahead inc case,2021-02-27,point,25576.353094410093
2021-02-01,51,,1 wk ahead inc death,2021-02-06,point,381.7838875627525
2021-02-01,51,,2 wk ahead inc death,2021-02-13,point,416.6426567939556
2021-02-01,51,,3 wk ahead inc death,2021-02-20,point,454.2789715401348
2021-02-01,51,,4 wk ahead inc death,2021-02-27,point,494.8568057271138
2021-02-01,53,,1 wk ahead inc case,2021-02-06,point,6225.641103503982
2021-02-01,53,,2 wk ahead inc case,2021-02-13,point,2618.3502760567035
2021-02-01,53,,3 wk ahead inc case,2021-02-20,point,853.2447394717036
2021-02-01,53,,4 wk ahead inc case,2021-02-27,point,227.26127607020737
2021-02-01,53,,1 wk ahead inc death,2021-02-06,point,157.6311352497792
